a/g:	3568	-408	15392	-352	149	-210
a/g:	3528	-512	15248	-345	155	-234
a/g:	3552	-360	15304	-362	163	-214
a/g:	3512	-448	15340	-357	148	-226
a/g:	3608	-364	15356	-354	143	-222
a/g:	3596	-384	15444	-342	168	-225
a/g:	3668	-396	15332	-353	160	-224
a/g:	3528	-428	15316	-350	145	-236
a/g:	3560	-432	15384	-344	145	-204
